Site,Unit_ID,Pasture_Type,Treatment,Point_ID,Year,Season,Species_Code,Species_Name,Sampling_Type,Live_Species_Cover_pct,Standing_Dead_Cover_pct,Total_Species_Cover_pct,Comments
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,592,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,593,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,596,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,597,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,598,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,599,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,600,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,622,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,615,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,707,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,318,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,347,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,359,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_1,SN,BAU,412,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_1,SN,BAU,416,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_1,SN,BAU,419,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_2,SN,BAU,435,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_1,SN,ASP,88,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,47,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,48,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,49,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,51,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,52,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,53,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,55,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,56,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,60,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,361,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,362,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,364,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,365,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,368,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,370,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,371,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,372,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,373,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,374,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,376,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,378,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,380,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,381,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,383,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,385,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,388,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,389,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,390,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_3,SN,BAU,393,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_3,SN,BAU,402,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,526,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,527,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,534,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,537,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,538,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,540,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,515,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,517,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,518,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,519,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,523,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_2,SN,ASP,524,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,498,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,500,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,was entered as sectorFID 35 should be 34 hence in sector 3
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,501,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,504,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,505,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,507,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,509,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_3,SN,ASP,510,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,212,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,215,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,217,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,221,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,223,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,224,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,225,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,197,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,199,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,203,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,207,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,210,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_1,SN,ASP,274,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_1,SN,ASP,278,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_1,SN,ASP,281,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_2,SN,ASP,286,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_2,SN,ASP,290,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_2,SN,ASP,297,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_2,SN,ASP,299,2016,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,1494,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1586,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1587,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1588,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1590,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1591,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1596,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1598,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,1600,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_2,SN,BAU,1558,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_2,SN,BAU,1560,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_2,SN,BAU,1566,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_2,SN,BAU,1567,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,1602,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,1603,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,1614,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1677,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1678,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1679,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1680,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1681,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1682,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1685,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1686,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1688,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1689,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_1,SN,ASP,1690,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,1691,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,1693,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,1702,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,1703,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_2,SN,ASP,1704,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,1710,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,1712,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,1715,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_1_Sector_3,SN,ASP,1718,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,1675,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,1342,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,1358,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_1,SN,BAU,1409,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_2,SN,BAU,1422,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_2,SN,BAU,1429,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_2,SN,BAU,1431,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_2,SN,BAU,1435,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1436,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1437,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1438,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1440,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1441,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1444,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1446,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1447,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_4_Sector_3,SN,BAU,1448,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_1,SN,ASP,1085,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_2,SN,ASP,1064,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_2,SN,ASP,1065,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_2,SN,ASP,1071,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_2,SN,ASP,1074,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1046,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1047,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1048,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1049,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1050,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1051,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1053,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1054,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1057,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1058,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1059,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_3_Sector_3,SN,ASP,1060,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,1002,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,1362,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,1364,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,1374,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_1,SN,BAU,1375,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_6_Block_Sector_2,SN,BAU,1384,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,1530,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,1531,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,1532,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,Winter_3_Block_Sector_1,SN,ASP,1540,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,1217,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_2,SN,BAU,1218,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,1201,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,1206,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_2_Sector_3,SN,BAU,1207,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_1,SN,ASP,1273,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_1,SN,ASP,1275,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_1,SN,ASP,1281,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_3,SN,ASP,1302,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,East_Marsh_Block_1_Sector_3,SN,ASP,1312,2017,Fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3032,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3034,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3036,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3037,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3038,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3516,2018,fall,ELEVIV,Eleocharis vivipara,cover,10,0,10,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3517,2018,fall,ELEVIV,Eleocharis vivipara,cover,30,0,30,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3518,2018,fall,ELEVIV,Eleocharis vivipara,cover,15,0,15,NA
ABS-UF,West_Marsh_Block_2_Sector_1,SN,BAU,3519,2018,fall,ELEVIV,Eleocharis vivipara,cover,6,0,6,NA
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,3041,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
ABS-UF,West_Marsh_Block_2_Sector_3,SN,BAU,3043,2018,fall,ELEVIV,Eleocharis vivipara,presence,NA,NA,NA,NA
